EditorID,Path,Field Name,Signature,Value
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetTrait07CrystallineCrust "Crystalline Crust" [KYWD:00246C66]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetMagnetosphereType00None "None" [KYWD:00290FD1]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetFaunaProbability00None "None" [KYWD:00295E9D]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetFloraProbability00None "None" [KYWD:00295EA1]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetAtmosphereType00None "None" [KYWD:00295EAA]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetFaunaAbundance00None "None" [KYWD:00295EAF]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetFloraAbundance00None "None" [KYWD:00295EB4]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetWaterQuality01Safe "Safe" [KYWD:00295EB8]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetGravity00Low "Low" [KYWD:00295EBD]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetTemperature00DeepFreeze "Deep Freeze" [KYWD:00295EC8]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetWaterAbundance03Oceanic "Oceanic" [KYWD:00295EC9]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetType05Ice "Ice" [KYWD:00295ECF]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #1>BFCE - End Marker,BFCE - End Marker,BFCE,BFCE - End Marker
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #2,Component #2,BFCB,Component
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #2>BFCB - Component Type,BFCB - Component Type,BFCB,TESFullName_Component
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #2>Component Data - Fullname,Component Data - Fullname,FULL,Component Data - Fullname
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #2>Component Data - Fullname>FULL - Name,FULL - Name,FULL,Agamon A
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #2>BFCE - End Marker,BFCE - End Marker,BFCE,BFCE - End Marker
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #3,Component #3,BFCB,Component
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #3>BFCB - Component Type,BFCB - Component Type,BFCB,TESModel_Component
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #3>Component Data - Planet Model,Component Data - Planet Model,MODL,Component Data - Planet Model
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #3>Component Data - Planet Model>MODL - Model,MODL - Model,MODL,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #3>Component Data - Planet Model>FLLD - Light Layer,FLLD - Light Layer,FLLD,1
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #3>Component Data - Planet Model>FLLD - Light Layer>Default Light Layer,Default Light Layer,Unknown,1
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #3>BFCE - End Marker,BFCE - End Marker,BFCE,BFCE - End Marker
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Base Form Components>Component #4,Component #4,BFCB,Component
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>CNAM - Master Worldspaces,CNAM - Master Worldspaces,CNAM,CNAM - Master Worldspaces
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes,Biomes,PPBD,Biomes
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #0,PPBD - Biome #0,PPBD,PPBD - Biome
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #0>Biome,Biome,Unknown,FrozenNoLife02 "Frozen Hills" [BIOM:000FC61F]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #0>Chance,Chance,Unknown,80.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #0>Unknown,Unknown,Unknown,20 ED F7 B6
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #0>Resource Generation,Resource Generation,Unknown,NULL - Null Reference [00000000]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #0>Fauna,Fauna,Unknown,Fauna
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #0>Keywords,Keywords,Unknown,Keywords
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #0>Flora,Flora,Unknown,Flora
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #0>Flora>Count,Count,Unknown,0
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #0>Flora>Entry Size,Entry Size,Unknown,9
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #0>Flora>Entries,Entries,Unknown,Entries
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #0>Unknown,Unknown,Unknown,Unknown
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #1,PPBD - Biome #1,PPBD,PPBD - Biome
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #1>Biome,Biome,Unknown,CanyonsNoLife01 "Plateau" [BIOM:0025D992]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #1>Chance,Chance,Unknown,20.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #1>Unknown,Unknown,Unknown,06 C9 A5 22
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #1>Resource Generation,Resource Generation,Unknown,NULL - Null Reference [00000000]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #1>Fauna,Fauna,Unknown,Fauna
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #1>Keywords,Keywords,Unknown,Keywords
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #1>Flora,Flora,Unknown,Flora
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #1>Flora>Count,Count,Unknown,0
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #1>Flora>Entry Size,Entry Size,Unknown,9
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #1>Flora>Entries,Entries,Unknown,Entries
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Biomes>PPBD - Biome #1>Unknown,Unknown,Unknown,Unknown
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>FNAM - Surface Tree,FNAM - Surface Tree,FNAM,AgamonASurfaceTree [SFTR:000478A9]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>GNAM - Scan Worldspace Multiplier,GNAM - Scan Worldspace Multiplier,GNAM,0.420000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body,Body,BDST,Body
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>BDST - Marker,BDST - Marker,BDST,BDST - Marker
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ANAM - Name,ANAM - Name,ANAM,Agamon A
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>CNAM - Body type,CNAM - Body type,CNAM,Moon
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>DNAM - Space Cell,DNAM - Space Cell,DNAM,DNAM - Space Cell
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>DNAM - Space Cell>Cell EditorID,Cell EditorID,Unknown,Cell EditorID
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>DNAM - Space Cell>Is Unique,Is Unique,Unknown,False
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data,ENAM - Orbital Data,ENAM,ENAM - Orbital Data
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data>Major Axis,Major Axis,Unknown,79554.1849
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data>Minor Axis,Minor Axis,Unknown,79553.2863
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data>Aphelion,Aphelion,Unknown,79932.30596
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data>Eccentricity,Eccentricity,Unknown,0.004753
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data>Incline,Incline,Unknown,0.029316296261549
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data>Mean Orbit,Mean Orbit,Unknown,79556
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data>Axial Tilt,Axial Tilt,Unknown,0.261799
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data>Rotational Velocity,Rotational Velocity,Unknown,2.106594
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data>Start Angle,Start Angle,Unknown,0.0000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data>Perihelion Angle,Perihelion Angle,Unknown,0.0000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data>Apply Orbital Velocity,Apply Orbital Velocity,Unknown,True
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data>Geostationary Orbit,Geostationary Orbit,Unknown,False
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>ENAM - Orbital Data>Unused,Unused,Unknown,00 00 00 00 00 00
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>FNAM - Orbited Data,FNAM - Orbited Data,FNAM,FNAM - Orbited Data
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>FNAM - Orbited Data>Gravity Well,Gravity Well,Unknown,5548000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>FNAM - Orbited Data>Mass (in Earth Masses),Mass (in Earth Masses),Unknown,0.018
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>FNAM - Orbited Data>Radius in km,Radius in km,Unknown,2372.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>FNAM - Orbited Data>Surface Gravity,Surface Gravity,Unknown,0.130000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>FNAM - Orbited Data>Unknown,Unknown,Unknown,D7 00 00 00
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>GNAM - Galaxy Data,GNAM - Galaxy Data,GNAM,GNAM - Galaxy Data
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>GNAM - Galaxy Data>Star System ID,Star System ID,Unknown,72432 (Cheyenne)
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>GNAM - Galaxy Data>Parent Planet ID,Parent Planet ID,Unknown,6
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>GNAM - Galaxy Data>Planet ID,Planet ID,Unknown,22
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown,HNAM - Unknown,HNAM,HNAM - Unknown
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Unknown,Unknown,Unknown,00 00 00 00
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Spectral Class,Spectral Class,Unknown,G8
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Catalogue ID,Catalogue ID,Unknown,Gl 566A
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Life,Life,Unknown,Life
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Magnetosphere,Magnetosphere,Unknown,Magnetosphere
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Mass in kg,Mass in kg,Unknown,1.06E+23
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Type,Type,Unknown,Ice
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Settled star,Settled star,Unknown,Cheyenne
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Special,Special,Unknown,Special
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Perihelion,Perihelion,Unknown,79179.69404
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Star Dist,Star Dist,Unknown,6.7123
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Density,Density,Unknown,1.890000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Heat,Heat,Unknown,-93.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Hydro,Hydro,Unknown,73.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Inner HZ,Inner HZ,Unknown,0.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Outer HZ,Outer HZ,Unknown,0.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Peri. Angle,Peri. Angle,Unknown,206.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Unknown,Unknown,Unknown,FE FF FF FF
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Start angle in deg,Start angle in deg,Unknown,23.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Year length in days,Year length in days,Unknown,0.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Asteroids,Asteroids,Unknown,0
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Geostationary,Geostationary,Unknown,False
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Random Seed,Random Seed,Unknown,3199456802
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>HNAM - Unknown>Rings,Rings,Unknown,False
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>INAM - Atmosphere Data,INAM - Atmosphere Data,INAM,INAM - Atmosphere Data
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>INAM - Atmosphere Data>Atmosphere,Atmosphere,Unknown,AtmoNoneFrozen [ATMO:0000AC31]
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>INAM - Atmosphere Data>Avg Density Frac.,Avg Density Frac.,Unknown,0.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>INAM - Atmosphere Data>Rayleight Scattering Coefficient,Rayleight Scattering Coefficient,Unknown,0.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>INAM - Atmosphere Data>Mie Scattering Coefficient,Mie Scattering Coefficient,Unknown,0.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>KNAM - Biome Noise,KNAM - Biome Noise,KNAM,KNAM - Biome Noise
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>KNAM - Biome Noise>Noise Filename,Noise Filename,Unknown,Noise Filename
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>KNAM - Biome Noise>Biome Frequency,Biome Frequency,Unknown,1
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>KNAM - Biome Noise>Terrain Height Frequency,Terrain Height Frequency,Unknown,1
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>KNAM - Biome Noise>Noise Type,Noise Type,Unknown,0
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>KNAM - Biome Noise>Terrain Height Seed,Terrain Height Seed,Unknown,0
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>KNAM - Biome Noise>Terrain Max Height (m),Terrain Max Height (m),Unknown,0.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>NNAM - Player Knowlege,NNAM - Player Knowlege,NNAM,0000000000000000000000000000000000000000000000000000000000000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>Body>BDED - Marker,BDED - Marker,BDED,BDED - Marker
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>TEMP - Temperature in C,TEMP - Temperature in C,TEMP,-188.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>DENS - Density,DENS - Density,DENS,1.890000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>PHLA - Perihelion Angle (Deg),PHLA - Perihelion Angle (Deg),PHLA,206.000000
AgamonAPlanetData,AgamonAPlanetData [PNDT:0005E2C9]>RSCS - Resource Creation Seed,RSCS - Resource Creation Seed,RSCS,534413613
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Record Header,Record Header,Unknown,Record Header
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Record Header>Signature,Signature,Unknown,PNDT
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Record Header>Data Size,Data Size,Unknown,19255
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Record Header>Record Flags,Record Flags,Unknown,0000000000000000001
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Record Header>Record Flags>Compressed,Compressed,Unknown,1
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Record Header>FormID,FormID,Unknown,AgamonBPlanetData [PNDT:0005E2C8]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Record Header>Version Control Info 1,Version Control Info 1,Unknown,F2 32 20 00
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Record Header>Form Version,Form Version,Unknown,576
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Record Header>Version Control Info 2,Version Control Info 2,Unknown,07 00
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>EDID - Editor ID,EDID - Editor ID,EDID,AgamonBPlanetData
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components,Base Form Components,Unknown,Base Form Components
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0,Component #0,BFCB,Component
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>BFCB - Component Type,BFCB - Component Type,BFCB,TESPlanetModel_Component
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>Component Data - Planet Model,Component Data - Planet Model,MODL,Component Data - Planet Model
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>Component Data - Planet Model>MODL - Model,MODL - Model,MODL,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>Component Data - Planet Model>FLLD - Light Layer,FLLD - Light Layer,FLLD,1
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>Component Data - Planet Model>FLLD - Light Layer>Default Light Layer,Default Light Layer,Unknown,1
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown,XMPM - Unknown,XMPM,XMPM - Unknown
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown,Unknown,Unknown,Unknown
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown>Unknown #0,Unknown #0,Unknown,default
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown,Unknown,Unknown,Unknown
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown>Unknown,Unknown,Unknown,Unknown
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown>Unknown>Resource:ID,Resource:ID,Unknown,planet_mesh:0
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown>Unknown>File Hash,File Hash,Unknown,1575477560
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown>Unknown>Extension,Extension,Unknown,mat
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown>Unknown>Folder Hash,Folder Hash,Unknown,602692120
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #0>BFCE - End Marker,BFCE - End Marker,BFCE,BFCE - End Marker
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1,Component #1,BFCB,Component
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>BFCB - Component Type,BFCB - Component Type,BFCB,BGSKeywordForm_Component
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords,Component Data - Keywords,Unknown,Component Data - Keywords
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords,Keywords,KSIZ,Keywords
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KSIZ - Keyword Count,KSIZ - Keyword Count,KSIZ,12
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords,KWDA - Keywords,KWDA,KWDA - Keywords
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetTrait13GaseousFont "Gaseous Font" [KYWD:0029081B]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetMagnetosphereType00None "None" [KYWD:00290FD1]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetFaunaProbability00None "None" [KYWD:00295E9D]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetFloraProbability00None "None" [KYWD:00295EA1]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetAtmosphereType00None "None" [KYWD:00295EAA]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetFaunaAbundance00None "None" [KYWD:00295EAF]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetFloraAbundance00None "None" [KYWD:00295EB4]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetWaterQuality03Chemical "Chemical" [KYWD:00295EB6]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetGravity00Low "Low" [KYWD:00295EBD]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetTemperature00DeepFreeze "Deep Freeze" [KYWD:00295EC8]
