EditorID,BaseMesh,PlanetMat_int,AtmoMat_int,AtmoMatOuter_int,FULL_Name,SurfaceTree,ScanMult,ANAM_Name,BodyType,MajorAxis,MinorAxis,Aphelion,Eccentricity,Incline_r,MeanOrbit,AxialTilt_r,RotationalVelocity,StartAngle,ApplyOrbitalVelocity,GeostationaryOrbit,GravityWell,Mass_Earth,Radius_km,SurfaceGravity,SystemID,ParentID,PlanetID,Life,Magnetosphere,PlanetType,Density,SettledStar,Special,HasRings,AtmosphereForm,AtmoFrac,AtmoRay,AtmoMie,BiomeNoiseFile,BNoiseType,THeightSeed,TMaxHeight_m,TemperatureC,PlanetaryRingType_kw,PlanetNotLandable_kw,DisableWaterOnPlanet_kw,LocTypeNoHumanPresence_kw,LocTypeNoPCMScanTreeContent_kw,FaunaExists_kw,Magnetosphere_kw,FaunaProbability_kw,FloraProbability_kw,Atmosphere_kw,FaunaAbundance_kw,FloraAbundance_kw,WaterQuality_kw,Gravity_kw,Pressure_kw,Temperature_kw,WaterAbundance_kw,PlanetType_kw,PlanetTrait01_kw,PlanetTrait02_kw,PlanetTrait03_kw,PlanetTrait04_kw,PlanetTrait05_kw,PlanetTrait06_kw,PlanetTrait07_kw,PlanetTrait08_kw,PlanetTrait09_kw,PlanetTrait10_kw,PlanetTrait11_kw,PlanetTrait12_kw,PlanetTrait13_kw,PlanetTrait14_kw,PlanetTrait15_kw,PlanetTrait16_kw,PlanetTrait17_kw,PlanetTrait18_kw,PlanetTrait19_kw,PlanetTrait20_kw,PlanetTrait21_kw,PlanetTrait22_kw,PlanetTrait23_kw,PlanetTrait24_kw,PlanetTrait25_kw,Biome0_Name,Biome0_Chance,Biome0_Fauna0,Biome0_Fauna1,Biome0_Fauna2,Biome0_Fauna3,Biome0_Fauna4,Biome0_Fauna5,Biome0_Fauna6,Biome0_Fauna7,Biome0_FloraCount,Biome0_Flora0_Frequency,Biome0_Flora0_Name,Biome0_Flora0_Resource,Biome0_Flora1_Frequency,Biome0_Flora1_Name,Biome0_Flora1_Resource,Biome0_Flora2_Frequency,Biome0_Flora2_Name,Biome0_Flora2_Resource,Biome0_Flora3_Frequency,Biome0_Flora3_Name,Biome0_Flora3_Resource,Biome0_Flora4_Frequency,Biome0_Flora4_Name,Biome0_Flora4_Resource,Biome1_Name,Biome1_Chance,Biome1_Fauna0,Biome1_Fauna1,Biome1_Fauna2,Biome1_Fauna3,Biome1_Fauna4,Biome1_Fauna5,Biome1_Fauna6,Biome1_Fauna7,Biome1_FloraCount,Biome1_Flora0_Frequency,Biome1_Flora0_Name,Biome1_Flora0_Resource,Biome1_Flora1_Frequency,Biome1_Flora1_Name,Biome1_Flora1_Resource,Biome1_Flora2_Frequency,Biome1_Flora2_Name,Biome1_Flora2_Resource,Biome1_Flora3_Frequency,Biome1_Flora3_Name,Biome1_Flora3_Resource,Biome1_Flora4_Frequency,Biome1_Flora4_Name,Biome1_Flora4_Resource,Biome2_Name,Biome2_Chance,Biome2_Fauna0,Biome2_Fauna1,Biome2_Fauna2,Biome2_Fauna3,Biome2_Fauna4,Biome2_Fauna5,Biome2_Fauna6,Biome2_Fauna7,Biome2_Fauna8,Biome2_FloraCount,Biome2_Flora0_Frequency,Biome2_Flora0_Name,Biome2_Flora0_Resource,Biome2_Flora1_Frequency,Biome2_Flora1_Name,Biome2_Flora1_Resource,Biome2_Flora2_Frequency,Biome2_Flora2_Name,Biome2_Flora2_Resource,Biome2_Flora3_Frequency,Biome2_Flora3_Name,Biome2_Flora3_Resource,Biome2_Flora4_Frequency,Biome2_Flora4_Name,Biome2_Flora4_Resource,Biome2_Flora5_Frequency,Biome2_Flora5_Name,Biome2_Flora5_Resource,Biome2_Flora6_Frequency,Biome2_Flora6_Name,Biome2_Flora6_Resource,Biome3_Name,Biome3_Chance,Biome3_Fauna0,Biome3_Fauna1,Biome3_Fauna2,Biome3_Fauna3,Biome3_Fauna4,Biome3_Fauna5,Biome3_Fauna6,Biome3_Fauna7,Biome3_Fauna8,Biome3_FloraCount,Biome3_Flora0_Frequency,Biome3_Flora0_Name,Biome3_Flora0_Resource,Biome3_Flora1_Frequency,Biome3_Flora1_Name,Biome3_Flora1_Resource,Biome3_Flora2_Frequency,Biome3_Flora2_Name,Biome3_Flora2_Resource,Biome3_Flora3_Frequency,Biome3_Flora3_Name,Biome3_Flora3_Resource,Biome3_Flora4_Frequency,Biome3_Flora4_Name,Biome3_Flora4_Resource,Biome3_Flora5_Frequency,Biome3_Flora5_Name,Biome3_Flora5_Resource,Biome3_Flora6_Frequency,Biome3_Flora6_Name,Biome3_Flora6_Resource,Biome4_Name,Biome4_Chance,Biome4_Fauna0,Biome4_Fauna1,Biome4_Fauna2,Biome4_Fauna3,Biome4_Fauna4,Biome4_Fauna5,Biome4_Fauna6,Biome4_FloraCount,Biome4_Flora0_Frequency,Biome4_Flora0_Name,Biome4_Flora0_Resource,Biome4_Flora1_Frequency,Biome4_Flora1_Name,Biome4_Flora1_Resource,Biome4_Flora2_Frequency,Biome4_Flora2_Name,Biome4_Flora2_Resource,Biome4_Flora3_Frequency,Biome4_Flora3_Name,Biome4_Flora3_Resource,Biome4_Flora4_Frequency,Biome4_Flora4_Name,Biome4_Flora4_Resource,Biome4_Flora5_Frequency,Biome4_Flora5_Name,Biome4_Flora5_Resource,Biome5_Name,Biome5_Chance,Biome5_Fauna0,Biome5_Fauna1,Biome5_Fauna2,Biome5_Fauna3,Biome5_Fauna4,Biome5_Fauna5,Biome5_Fauna6,Biome5_FloraCount,Biome5_Flora0_Frequency,Biome5_Flora0_Name,Biome5_Flora0_Resource,Biome5_Flora1_Frequency,Biome5_Flora1_Name,Biome5_Flora1_Resource,Biome5_Flora2_Frequency,Biome5_Flora2_Name,Biome5_Flora2_Resource,Biome5_Flora3_Frequency,Biome5_Flora3_Name,Biome5_Flora3_Resource,Biome5_Flora4_Frequency,Biome5_Flora4_Name,Biome5_Flora4_Resource,Biome5_Flora5_Frequency,Biome5_Flora5_Name,Biome5_Flora5_Resource,Biome6_Name,Biome6_Chance,Biome6_Fauna0,Biome6_Fauna1,Biome6_Fauna2,Biome6_Fauna3,Biome6_Fauna4,Biome6_Fauna5,Biome6_FloraCount,Biome6_Flora0_Frequency,Biome6_Flora0_Name,Biome6_Flora0_Resource,Biome6_Flora1_Frequency,Biome6_Flora1_Name,Biome6_Flora1_Resource,Biome6_Flora2_Frequency,Biome6_Flora2_Name,Biome6_Flora2_Resource,Biome6_Flora3_Frequency,Biome6_Flora3_Name,Biome6_Flora3_Resource,Biome6_Flora4_Frequency,Biome6_Flora4_Name,Biome6_Flora4_Resource,Biome7_Name,Biome7_Chance,Biome7_Fauna0,Biome7_Fauna1,Biome7_Fauna2,Biome7_Fauna3,Biome7_Fauna4,Biome7_Fauna5,Biome7_Fauna6,Biome7_FloraCount,Biome7_Flora0_Frequency,Biome7_Flora0_Name,Biome7_Flora0_Resource,Biome7_Flora1_Frequency,Biome7_Flora1_Name,Biome7_Flora1_Resource,Biome7_Flora2_Frequency,Biome7_Flora2_Name,Biome7_Flora2_Resource,Biome7_Flora3_Frequency,Biome7_Flora3_Name,Biome7_Flora3_Resource,Worldspace0_Name,Worldspace0_Lat,Worldspace0_Lon,Worldspace1_Name,Worldspace1_Lat,Worldspace1_Lon,Worldspace2_Name,Worldspace2_Lat,Worldspace2_Lon,Worldspace3_Name,Worldspace3_Lat,Worldspace3_Lon,Worldspace4_Name,Worldspace4_Lat,Worldspace4_Lon,Worldspace5_Name,Worldspace5_Lat,Worldspace5_Lon,Worldspace6_Name,Worldspace6_Lat,Worldspace6_Lon,Worldspace7_Name,Worldspace7_Lat,Worldspace7_Lon,Worldspace8_Name,Worldspace8_Lat,Worldspace8_Lon,Worldspace9_Name,Worldspace9_Lat,Worldspace9_Lon,Worldspace10_Name,Worldspace10_Lat,Worldspace10_Lon
KhayyamIPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif,3317047132,,121569269,Khayyam I,KhayyamISurfaceTree [SFTR:00167AAA],0.61,Khayyam I,Planet,33326037.0774223,33261935.1815553,35392051.42,0.061994,0.0743510276079178,33440000.0,0.471239,0.0,0.0,True,False,435071000.0,2.127,8321.0,1.24,65150 (Khayyam),0,1,,nan,Barren,,,,False,ATMO_AthenaI [ATMO:0000C35E],0.25,0.0025,0.001,,0.0,0.0,0.0,374.0,,,True,,,,True,Unlikely,Unlikely,CO2,True,True,True,Terrestrial,High,Inferno,True,Barren,,,,Charred Ecosystem,,,,,,,,,,,,,,,,,,,,,,"CrateredNoLife12 ""Craters"" [BIOM:000C5716]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KhayyamIV-aPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,3223179509,,,Khayyam IV-a,KhayyamIV-aSurfaceTree [SFTR:00167AC8],0.34,Khayyam IV-a,Moon,57993.5164,57990.7891,58555.9375,0.0097,0.130669314074516,57877.0,0.0175,0.0,0.0,True,False,7671000.0,0.002,1016.0,0.09,65150 (Khayyam),4,13,,,Barren,,,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,-126.0,,,True,,,,True,True,True,True,True,True,True,Low,,Frozen,True,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,"CrateredNoLife13 ""Craters"" [BIOM:000C5714]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KhayyamIVPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif,3682500553,,347546842,Khayyam IV,KhayyamIVSurfaceTree [SFTR:00167ADE],0.51,Khayyam IV,Planet,350997456.09774,350933928.47445,357675182.7,0.019025,0.132470488548279,351120000.0,0.383972,0.5,0.0,True,False,2488992000.0,0.34,4768.0,0.61,65150 (Khayyam),0,4,,Weak,Rock,,,,False,ATMO_AthenaIV [ATMO:0000C361],0.25,0.0025,0.001,,0.0,0.0,0.0,-125.0,,,,,,,Weak,Unlikely,Unlikely,N2,True,True,Safe,Terrestrial,Std,Frozen,Scarce,Rock,,,,,,,,,,,,Frozen Ecosystem,,,,,,,,,,,,,,"MountainsNoLife06 ""Mountains"" [BIOM:000D3A1D]",20.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,"DesertRockyNoLife07 ""Rocky Desert"" [BIOM:000E66B1]",25.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,"FrozenNoLife08 ""Frozen Hills"" [BIOM:000FC617]",10.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,"HillsNoLife24 ""Hills"" [BIOM:001160D7]",45.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KhayyamV-aPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,2531472759,,,Khayyam V-a,KhayyamV-aSurfaceTree [SFTR:00167AD3],0.46,Khayyam V-a,Moon,1239792.503,1222931.0205,1443569.758,0.1644,0.501907837621371,1264048.0,0.3491,0.0,0.0,True,False,102510000.0,0.061,3341.0,0.22,65150 (Khayyam),5,14,,,Ice,,,,False,AtmoNoneFrozen [ATMO:0000AC31],0.0,0.0,0.0,,0.0,0.0,0.0,-191.0,,,,,,,True,True,True,True,True,True,Heavy Metal,Low,,Deep Freeze,Oceanic,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,"FrozenNoLife09 ""Frozen Plains"" [BIOM:000FC61C]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KhayyamVI-aPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,3743249265,,,Khayyam VI-a,KhayyamVI-aSurfaceTree [SFTR:00167AC2],0.47,Khayyam VI-a,Moon,234305.5767,234305.3526,234629.6213,0.0014,0.0147567592362563,230522.0,0.4887,0.0,0.0,True,False,15920000.0,0.11,3583.0,0.35,65150 (Khayyam),6,17,,,Ice,,,,False,AtmoNoneFrozen [ATMO:0000AC31],0.0,0.0,0.0,,0.0,0.0,0.0,-217.0,,,,,,,True,True,True,True,True,True,Chemical,Low,,Deep Freeze,Oceanic,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,"FrozenNoLife10 ""Frozen Mountains"" [BIOM:000FC61B]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KhayyamVI-bPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,1175724747,,,Khayyam VI-b,KhayyamVI-bSurfaceTree [SFTR:00167AC7],0.45,Khayyam VI-b,Moon,585763.9418,585732.1043,591871.1167,0.0104,0.155011421829462,585711.0,0.0349,0.0,0.0,True,False,31954000.0,0.057,3014.0,0.25,65150 (Khayyam),6,19,,,Ice,,,,False,AtmoNoneFrozen [ATMO:0000AC31],0.0,0.0,0.0,,0.0,0.0,0.0,-217.0,,,,,,,True,True,True,True,True,True,Chemical,Low,,Deep Freeze,Oceanic,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,"FrozenNoLife11 ""Frozen Craters"" [BIOM:000C5715]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KhayyamVI-cPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,823333469,,,Khayyam VI-c,KhayyamVI-cSurfaceTree [SFTR:00167AD1],0.37,Khayyam VI-c,Moon,898171.3772,891930.3884,1003869.083,0.1177,0.499984484732151,903870.0,0.1745,0.0,0.0,True,False,17459000.0,0.003,1526.0,0.05,65150 (Khayyam),6,18,,,Ice,,,,False,AtmoNoneFrozen [ATMO:0000AC31],0.0,0.0,0.0,,0.0,0.0,0.0,-217.0,,,,,,,True,True,True,True,True,True,Chemical,Low,,Deep Freeze,Oceanic,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,"FrozenNoLife01 ""Frozen Plains"" [BIOM:000FC620]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KhayyamVI-dPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,2943846398,,,Khayyam VI-d,KhayyamVI-dSurfaceTree [SFTR:00167AC6],0.37,Khayyam VI-d,Moon,1776817.28974799,1776413.34866741,1814702.588,0.021322,0.380325973033905,1773899.0,0.069813,0.5837,0.0,True,False,36629000.0,0.003,1365.0,0.07,65150 (Khayyam),6,15,,,Ice,,,,False,AtmoNoneFrozen [ATMO:0000AC31],0.0,0.0,0.0,,0.0,0.0,0.0,-191.0,,,,,,,True,True,True,True,True,True,Chemical,Low,,Deep Freeze,Oceanic,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,"FrozenNoLife02 ""Frozen Hills"" [BIOM:000FC61F]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KhayyamVI-ePlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,3631265640,,,Khayyam VI-e,KhayyamVI-eSurfaceTree [SFTR:00167ACF],0.36,Khayyam VI-e,Moon,2235665.71120598,2188996.20466185,2690084.888,0.203259,0.550649642944336,2303795.0,0.314159,1.7143,0.0,True,False,37174000.0,0.002,1291.0,0.04,65150 (Khayyam),6,16,,,Ice,,,,False,AtmoNoneFrozen [ATMO:0000AC31],0.0,0.0,0.0,,0.0,0.0,0.0,-217.0,,,,,,,True,True,True,True,True,True,Chemical,Low,,Deep Freeze,Oceanic,Ice,,,,,,,,,,,,,Gaseous Font,,,,,,,,,,,,,"FrozenNoLife03 ""Frozen Mountains"" [BIOM:000FC61E]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KhayyamVIPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo.nif,2603383970,4182517176,,Khayyam VI,NULL - Null Reference [00000000],1.14,Khayyam VI,Planet,1966868146.20759,1966862561.58341,1971555193.0,0.002383,0.0162315629422665,1966880000.0,0.401426,1.090909,0.0,True,False,97627319000.0,116.544,44309.0,2.41,65150 (Khayyam),0,6,,Powerful,Gas G.,,,,False,,,,,,0.0,0.0,0.0,-217.0,,True,True,,,,Strong,True,True,H2,True,True,True,Extreme,,Deep Freeze,True,Gas Giant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KhayyamVPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo.nif,1220416169,2041744760,,Khayyam V,KhayyamVSurfaceTree [SFTR:00391083],1.01,Khayyam V,Planet,846949428.25171,840485784.644161,951385915.3,0.123309,0.0808087438344955,857280000.0,0.436332,2.0,0.0,True,False,28177101000.0,35.499,32998.0,1.33,65150 (Khayyam),0,5,,Weak,Ice G.,,,,False,,,,,,0.0,0.0,0.0,-189.0,,True,True,,,,Weak,Unlikely,Unlikely,H2,True,True,True,Terrestrial,,Deep Freeze,True,Ice Giant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KindiPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,2182180859,,,Kindi,KindiSurfaceTree [SFTR:00167292],0.49,Kindi,Moon,654593.2059,651431.5561,718852.0026,0.0982,0.550188882062833,659866.0,0.0175,0.0,0.0,True,False,39739000.0,0.123,4065.0,0.3,119198 (Valo),5,11,,,Barren,,Narion B,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,-230.0,,,True,,,,True,True,True,True,True,True,True,Low,,Deep Freeze,True,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,"CrateredNoLife01 ""Craters"" [BIOM:0025F490]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KreetPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif,1933643036,,270780092,Kreet,KreetSurfaceTree [SFTR:0005BB44],0.51,Kreet,Moon,1148029.117,1138029.117,1003453.79,0.028,0.525099773367246,976804.0,0.0524,0.0,0.0,True,True,820043000.0,0.327,4906.0,0.55,88327 (Narion),6,15,Yes,,Rock,,Narion A,,False,ATMO_Kreet [ATMO:0000C1BA],0.25,0.0025,0.001, NONE,1.0,1463285519.0,0.0,25.0,,,,,True,True,Very Strong,Possible,Possible,O2,Marginal,Marginal,Biological,Terrestrial,Std,Temperate,Scarce,Rock,,Boiled Seas,,,,,,,,,,,,,,,,,,,,,,,,"FrozenLifeKreet ""Frozen Volcanic"" [BIOM:000D9BAC]",14.0,"PCM_Narion_Kreet_Critter ""Trilobite"" [NPC_:001EB7E2]",,,,,,,,1.0,100,"FloraBiomeFrozen03 ""Frost Reed"" [FLOR:0018547A]","OrgCommonNutrient_Leaf ""Nutrient (Leaf)"" [MISC:00260DF5]",,,,,,,,,,,,,"MountainsLifeKreet ""Mountains"" [BIOM:0023C0CE]",16.0,"PCM_Narion_Kreet_Critter ""Trilobite"" [NPC_:001EB7E2]","PCM_Narion_Kreet_GrazerPreyA ""Kreet Grazer"" [NPC_:001F3E88]","PCM_Narion_Kreet_StalkerPredatorA ""Kreet Stalker"" [NPC_:001F3E89]",,,,,,1.0,100,"FloraBiomeMountains07 ""Nebula Vine"" [FLOR:002F80B7]","OrgCommonFiber_Stalk ""Fiber (Stalk)"" [MISC:00260DEF]",,,,,,,,,,,,,"VolcanicRoughLifeKreet ""Volcanic"" [BIOM:002C9985]",70.0,"PCM_Narion_Kreet_Critter ""Trilobite"" [NPC_:001EB7E2]","PCM_Narion_Kreet_GrazerPreyA ""Kreet Grazer"" [NPC_:001F3E88]","PCM_Narion_Kreet_StalkerPredatorA ""Kreet Stalker"" [NPC_:001F3E89]",,,,,,,1.0,100,"FloraBiomeVolcanicRough01 ""Dust Root"" [FLOR:001854ED]","OrgCommonFiber_Root ""Fiber (Root)"" [MISC:00260DF0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LC003KreetBase ""Kreet"" [WRLD:00325868]",0.484120532726,-2.278872878277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KumasiI-aPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,360139975,,,Kumasi I-a,KumasiI-aSurfaceTree [SFTR:001625C1],0.48,Kumasi I-a,Moon,181744.0247,181743.5606,182154.7662,0.0023,0.0739042239030202,181745.0,0.2618,0.0,0.0,True,False,40084000.0,0.116,3861.0,0.32,56828 (Kumasi),1,12,,,Barren,,,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,38.0,,,True,,,,True,True,True,True,True,True,True,Low,,Temperate,True,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,"CrateredNoLife02 ""Craters"" [BIOM:00216D44]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KumasiII-aPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_Planetoid_02.nif,,,,Kumasi II-a,NULL - Null Reference [00000000],0.33,Kumasi II-a,Moon,202943.5444,202539.7489,215739.3378,0.0631,0.00228812671303749,203660.0,0.1047,0.0,0.0,True,False,12019000.0,0.001,869.0,0.08,56828 (Kumasi),2,13,,,Barren,,,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,True,,,,True,True,True,True,True,True,True,Low,,Temperate,True,Asteroid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
